date,nav,scheme_name,amfi_code
25-06-2019,146.36630,SBI Bluechip,119551
24-06-2019,146.47710,SBI Bluechip,119551
21-06-2019,146.47450,SBI Bluechip,119551
20-06-2019,146.67960,SBI Bluechip,119551
19-06-2019,146.50250,SBI Bluechip,119551
18-06-2019,146.46540,SBI Bluechip,119551
17-06-2019,146.12230,SBI Bluechip,119551
14-06-2019,146.08700,SBI Bluechip,119551
13-06-2019,145.85170,SBI Bluechip,119551
12-06-2019,145.77500,SBI Bluechip,119551
11-06-2019,145.64040,SBI Bluechip,119551
10-06-2019,145.59550,SBI Bluechip,119551
07-06-2019,145.80350,SBI Bluechip,119551
06-06-2019,146.02950,SBI Bluechip,119551
04-06-2019,145.68430,SBI Bluechip,119551
03-06-2019,145.75480,SBI Bluechip,119551
31-05-2019,145.50410,SBI Bluechip,119551
30-05-2019,145.13120,SBI Bluechip,119551
29-05-2019,145.15870,SBI Bluechip,119551
28-05-2019,145.14180,SBI Bluechip,119551
27-05-2019,145.00110,SBI Bluechip,119551
24-05-2019,144.51000,SBI Bluechip,119551
23-05-2019,144.35380,SBI Bluechip,119551
22-05-2019,144.06460,SBI Bluechip,119551
21-05-2019,144.00030,SBI Bluechip,119551
20-05-2019,143.99760,SBI Bluechip,119551
17-05-2019,143.68870,SBI Bluechip,119551
16-05-2019,143.55460,SBI Bluechip,119551
15-05-2019,143.50380,SBI Bluechip,119551
14-05-2019,143.47830,SBI Bluechip,119551
13-05-2019,143.33460,SBI Bluechip,119551
10-05-2019,143.20790,SBI Bluechip,119551
09-05-2019,143.18000,SBI Bluechip,119551
08-05-2019,143.15040,SBI Bluechip,119551
07-05-2019,143.07870,SBI Bluechip,119551
06-05-2019,143.02010,SBI Bluechip,119551
03-05-2019,142.91620,SBI Bluechip,119551
02-05-2019,142.96690,SBI Bluechip,119551
30-04-2019,142.94620,SBI Bluechip,119551
26-04-2019,142.81160,SBI Bluechip,119551
25-04-2019,142.72540,SBI Bluechip,119551
24-04-2019,142.81700,SBI Bluechip,119551
23-04-2019,142.71700,SBI Bluechip,119551
22-04-2019,142.70990,SBI Bluechip,119551
18-04-2019,142.80030,SBI Bluechip,119551
16-04-2019,142.77550,SBI Bluechip,119551
15-04-2019,142.76280,SBI Bluechip,119551
12-04-2019,142.80540,SBI Bluechip,119551
11-04-2019,142.84710,SBI Bluechip,119551
10-04-2019,142.90460,SBI Bluechip,119551
09-04-2019,142.82980,SBI Bluechip,119551
08-04-2019,142.82290,SBI Bluechip,119551
05-04-2019,142.95770,SBI Bluechip,119551
04-04-2019,143.09930,SBI Bluechip,119551
03-04-2019,143.21600,SBI Bluechip,119551
02-04-2019,143.24540,SBI Bluechip,119551
29-03-2019,142.81430,SBI Bluechip,119551
28-03-2019,142.44400,SBI Bluechip,119551
27-03-2019,142.42660,SBI Bluechip,119551
26-03-2019,142.40630,SBI Bluechip,119551
25-03-2019,142.41710,SBI Bluechip,119551
22-03-2019,152.90060,SBI Bluechip,119551
20-03-2019,152.76990,SBI Bluechip,119551
19-03-2019,152.70050,SBI Bluechip,119551
18-03-2019,152.74120,SBI Bluechip,119551
15-03-2019,152.58380,SBI Bluechip,119551
14-03-2019,152.45520,SBI Bluechip,119551
13-03-2019,152.28310,SBI Bluechip,119551
12-03-2019,152.26620,SBI Bluechip,119551
11-03-2019,152.15240,SBI Bluechip,119551
08-03-2019,151.97350,SBI Bluechip,119551
07-03-2019,151.85510,SBI Bluechip,119551
06-03-2019,151.72850,SBI Bluechip,119551
05-03-2019,151.63570,SBI Bluechip,119551
01-03-2019,151.44300,SBI Bluechip,119551
28-02-2019,151.35700,SBI Bluechip,119551
27-02-2019,151.29910,SBI Bluechip,119551
26-02-2019,151.36200,SBI Bluechip,119551
25-02-2019,151.35990,SBI Bluechip,119551
22-02-2019,151.25990,SBI Bluechip,119551
21-02-2019,151.22930,SBI Bluechip,119551
20-02-2019,151.21490,SBI Bluechip,119551
18-02-2019,151.13100,SBI Bluechip,119551
15-02-2019,151.19320,SBI Bluechip,119551
14-02-2019,151.26980,SBI Bluechip,119551
13-02-2019,151.34510,SBI Bluechip,119551
12-02-2019,151.05000,SBI Bluechip,119551
11-02-2019,151.09080,SBI Bluechip,119551
08-02-2019,151.00900,SBI Bluechip,119551
07-02-2019,150.90770,SBI Bluechip,119551
06-02-2019,150.66660,SBI Bluechip,119551
05-02-2019,150.59660,SBI Bluechip,119551
04-02-2019,150.56330,SBI Bluechip,119551
01-02-2019,150.54920,SBI Bluechip,119551
31-01-2019,150.70490,SBI Bluechip,119551
30-01-2019,150.66930,SBI Bluechip,119551
29-01-2019,150.68450,SBI Bluechip,119551
28-01-2019,150.65760,SBI Bluechip,119551
25-01-2019,150.55470,SBI Bluechip,119551
24-01-2019,150.53480,SBI Bluechip,119551
23-01-2019,150.51010,SBI Bluechip,119551
22-01-2019,150.50280,SBI Bluechip,119551
21-01-2019,150.39540,SBI Bluechip,119551
18-01-2019,150.47590,SBI Bluechip,119551
17-01-2019,150.47680,SBI Bluechip,119551
16-01-2019,150.45550,SBI Bluechip,119551
15-01-2019,150.48540,SBI Bluechip,119551
14-01-2019,150.45600,SBI Bluechip,119551
11-01-2019,150.27910,SBI Bluechip,119551
10-01-2019,150.18030,SBI Bluechip,119551
09-01-2019,150.13730,SBI Bluechip,119551
08-01-2019,150.09550,SBI Bluechip,119551
07-01-2019,149.92790,SBI Bluechip,119551
04-01-2019,149.89540,SBI Bluechip,119551
03-01-2019,149.88590,SBI Bluechip,119551
02-01-2019,149.94310,SBI Bluechip,119551
01-01-2019,149.84520,SBI Bluechip,119551
31-12-2018,149.92060,SBI Bluechip,119551
28-12-2018,149.78440,SBI Bluechip,119551
27-12-2018,149.92470,SBI Bluechip,119551
26-12-2018,149.85960,SBI Bluechip,119551
24-12-2018,149.65440,SBI Bluechip,119551
21-12-2018,149.56300,SBI Bluechip,119551
20-12-2018,149.54640,SBI Bluechip,119551
19-12-2018,149.52780,SBI Bluechip,119551
18-12-2018,149.19500,SBI Bluechip,119551
17-12-2018,149.02830,SBI Bluechip,119551
14-12-2018,148.95640,SBI Bluechip,119551
13-12-2018,149.01540,SBI Bluechip,119551
12-12-2018,149.02780,SBI Bluechip,119551
11-12-2018,148.80090,SBI Bluechip,119551
10-12-2018,148.76420,SBI Bluechip,119551
07-12-2018,149.00150,SBI Bluechip,119551
06-12-2018,149.05350,SBI Bluechip,119551
05-12-2018,148.84600,SBI Bluechip,119551
04-12-2018,148.54290,SBI Bluechip,119551
03-12-2018,148.41280,SBI Bluechip,119551
30-11-2018,148.35790,SBI Bluechip,119551
29-11-2018,148.27350,SBI Bluechip,119551
28-11-2018,148.14330,SBI Bluechip,119551
27-11-2018,147.96330,SBI Bluechip,119551
26-11-2018,147.93880,SBI Bluechip,119551
22-11-2018,147.86030,SBI Bluechip,119551
20-11-2018,147.63500,SBI Bluechip,119551
19-11-2018,147.59230,SBI Bluechip,119551
16-11-2018,147.46110,SBI Bluechip,119551
15-11-2018,147.53020,SBI Bluechip,119551
14-11-2018,147.49200,SBI Bluechip,119551
13-11-2018,147.37710,SBI Bluechip,119551
12-11-2018,147.25610,SBI Bluechip,119551
09-11-2018,147.22080,SBI Bluechip,119551
06-11-2018,147.07120,SBI Bluechip,119551
05-11-2018,147.02160,SBI Bluechip,119551
02-11-2018,146.95970,SBI Bluechip,119551
01-11-2018,146.81280,SBI Bluechip,119551
31-10-2018,146.73390,SBI Bluechip,119551
30-10-2018,146.74520,SBI Bluechip,119551
29-10-2018,146.74450,SBI Bluechip,119551
26-10-2018,146.59000,SBI Bluechip,119551
25-10-2018,146.60040,SBI Bluechip,119551
24-10-2018,146.60040,SBI Bluechip,119551
23-10-2018,146.54810,SBI Bluechip,119551
22-10-2018,146.50090,SBI Bluechip,119551
19-10-2018,146.43280,SBI Bluechip,119551
17-10-2018,146.37380,SBI Bluechip,119551
16-10-2018,146.38460,SBI Bluechip,119551
15-10-2018,146.28010,SBI Bluechip,119551
12-10-2018,146.08170,SBI Bluechip,119551
11-10-2018,146.04550,SBI Bluechip,119551
10-10-2018,145.99080,SBI Bluechip,119551
09-10-2018,145.93930,SBI Bluechip,119551
08-10-2018,146.07910,SBI Bluechip,119551
05-10-2018,145.94700,SBI Bluechip,119551
04-10-2018,145.59230,SBI Bluechip,119551
03-10-2018,145.72730,SBI Bluechip,119551
01-10-2018,145.82000,SBI Bluechip,119551
28-09-2018,145.63470,SBI Bluechip,119551
27-09-2018,145.50140,SBI Bluechip,119551
26-09-2018,145.13970,SBI Bluechip,119551
25-09-2018,145.04040,SBI Bluechip,119551
24-09-2018,145.12900,SBI Bluechip,119551
21-09-2018,145.27030,SBI Bluechip,119551
19-09-2018,145.25110,SBI Bluechip,119551
18-09-2018,145.17690,SBI Bluechip,119551
17-09-2018,145.15910,SBI Bluechip,119551
14-09-2018,145.07180,SBI Bluechip,119551
12-09-2018,144.99210,SBI Bluechip,119551
11-09-2018,144.97240,SBI Bluechip,119551
10-09-2018,145.00290,SBI Bluechip,119551
07-09-2018,145.15030,SBI Bluechip,119551
06-09-2018,145.07980,SBI Bluechip,119551
05-09-2018,145.06400,SBI Bluechip,119551
04-09-2018,145.09100,SBI Bluechip,119551
03-09-2018,145.19810,SBI Bluechip,119551
31-08-2018,145.15700,SBI Bluechip,119551
30-08-2018,145.15300,SBI Bluechip,119551
29-08-2018,145.17770,SBI Bluechip,119551
28-08-2018,145.17430,SBI Bluechip,119551
27-08-2018,145.14870,SBI Bluechip,119551
24-08-2018,145.07130,SBI Bluechip,119551
23-08-2018,145.06300,SBI Bluechip,119551
21-08-2018,145.07370,SBI Bluechip,119551
20-08-2018,145.03630,SBI Bluechip,119551
16-08-2018,144.88890,SBI Bluechip,119551
14-08-2018,144.89830,SBI Bluechip,119551
13-08-2018,144.86380,SBI Bluechip,119551
10-08-2018,144.88340,SBI Bluechip,119551
09-08-2018,144.85470,SBI Bluechip,119551
08-08-2018,144.77510,SBI Bluechip,119551
07-08-2018,144.73600,SBI Bluechip,119551
06-08-2018,144.72870,SBI Bluechip,119551
03-08-2018,144.68290,SBI Bluechip,119551
02-08-2018,144.71700,SBI Bluechip,119551
01-08-2018,144.68980,SBI Bluechip,119551
31-07-2018,144.54730,SBI Bluechip,119551
30-07-2018,144.47080,SBI Bluechip,119551
27-07-2018,144.39670,SBI Bluechip,119551
26-07-2018,144.35610,SBI Bluechip,119551
25-07-2018,144.28570,SBI Bluechip,119551
24-07-2018,144.25430,SBI Bluechip,119551
23-07-2018,144.22170,SBI Bluechip,119551
20-07-2018,144.16510,SBI Bluechip,119551
19-07-2018,144.16040,SBI Bluechip,119551
18-07-2018,144.17840,SBI Bluechip,119551
17-07-2018,144.15340,SBI Bluechip,119551
16-07-2018,144.03320,SBI Bluechip,119551
13-07-2018,143.99320,SBI Bluechip,119551
12-07-2018,143.91370,SBI Bluechip,119551
11-07-2018,143.76360,SBI Bluechip,119551
10-07-2018,143.71530,SBI Bluechip,119551
09-07-2018,143.66660,SBI Bluechip,119551
06-07-2018,143.56560,SBI Bluechip,119551
05-07-2018,143.52720,SBI Bluechip,119551
04-07-2018,143.52830,SBI Bluechip,119551
03-07-2018,143.41800,SBI Bluechip,119551
02-07-2018,143.37150,SBI Bluechip,119551
29-06-2018,143.24280,SBI Bluechip,119551
28-06-2018,143.19500,SBI Bluechip,119551
27-06-2018,143.25810,SBI Bluechip,119551
26-06-2018,143.30680,SBI Bluechip,119551
25-06-2018,143.28980,SBI Bluechip,119551
22-06-2018,143.21550,SBI Bluechip,119551
21-06-2018,143.21270,SBI Bluechip,119551
20-06-2018,143.07850,SBI Bluechip,119551
19-06-2018,142.99360,SBI Bluechip,119551
18-06-2018,142.93930,SBI Bluechip,119551
15-06-2018,142.78320,SBI Bluechip,119551
14-06-2018,142.68740,SBI Bluechip,119551
13-06-2018,142.59070,SBI Bluechip,119551
12-06-2018,142.48370,SBI Bluechip,119551
11-06-2018,142.45510,SBI Bluechip,119551
08-06-2018,142.40350,SBI Bluechip,119551
07-06-2018,142.28120,SBI Bluechip,119551
06-06-2018,142.39720,SBI Bluechip,119551
05-06-2018,142.46650,SBI Bluechip,119551
04-06-2018,142.39980,SBI Bluechip,119551
01-06-2018,142.36740,SBI Bluechip,119551
31-05-2018,142.42000,SBI Bluechip,119551
30-05-2018,142.52960,SBI Bluechip,119551
29-05-2018,142.47260,SBI Bluechip,119551
28-05-2018,142.42240,SBI Bluechip,119551
25-05-2018,142.24870,SBI Bluechip,119551
24-05-2018,142.11650,SBI Bluechip,119551
23-05-2018,142.13570,SBI Bluechip,119551
22-05-2018,142.14720,SBI Bluechip,119551
21-05-2018,142.11740,SBI Bluechip,119551
18-05-2018,142.08570,SBI Bluechip,119551
17-05-2018,141.90050,SBI Bluechip,119551
16-05-2018,141.95750,SBI Bluechip,119551
15-05-2018,142.09140,SBI Bluechip,119551
14-05-2018,142.23980,SBI Bluechip,119551
11-05-2018,142.28570,SBI Bluechip,119551
10-05-2018,142.30770,SBI Bluechip,119551
09-05-2018,142.35630,SBI Bluechip,119551
08-05-2018,142.51870,SBI Bluechip,119551
07-05-2018,142.48080,SBI Bluechip,119551
04-05-2018,142.31650,SBI Bluechip,119551
03-05-2018,142.31790,SBI Bluechip,119551
02-05-2018,142.30150,SBI Bluechip,119551
27-04-2018,142.07840,SBI Bluechip,119551
26-04-2018,142.11090,SBI Bluechip,119551
25-04-2018,142.21850,SBI Bluechip,119551
24-04-2018,142.35690,SBI Bluechip,119551
23-04-2018,142.37970,SBI Bluechip,119551
20-04-2018,142.38180,SBI Bluechip,119551
19-04-2018,142.58170,SBI Bluechip,119551
18-04-2018,142.80350,SBI Bluechip,119551
17-04-2018,142.90280,SBI Bluechip,119551
16-04-2018,142.90830,SBI Bluechip,119551
13-04-2018,142.85960,SBI Bluechip,119551
12-04-2018,142.81230,SBI Bluechip,119551
11-04-2018,142.78920,SBI Bluechip,119551
10-04-2018,142.98380,SBI Bluechip,119551
09-04-2018,143.18510,SBI Bluechip,119551
06-04-2018,143.15330,SBI Bluechip,119551
05-04-2018,143.12750,SBI Bluechip,119551
04-04-2018,142.73820,SBI Bluechip,119551
03-04-2018,142.74280,SBI Bluechip,119551
28-03-2018,142.43920,SBI Bluechip,119551
27-03-2018,142.35560,SBI Bluechip,119551
26-03-2018,141.85800,SBI Bluechip,119551
23-03-2018,141.82720,SBI Bluechip,119551
22-03-2018,141.78480,SBI Bluechip,119551
21-03-2018,141.73910,SBI Bluechip,119551
20-03-2018,141.72690,SBI Bluechip,119551
19-03-2018,141.71480,SBI Bluechip,119551
16-03-2018,141.69120,SBI Bluechip,119551
15-03-2018,141.48730,SBI Bluechip,119551
14-03-2018,141.36860,SBI Bluechip,119551
13-03-2018,141.35170,SBI Bluechip,119551
12-03-2018,141.27100,SBI Bluechip,119551
09-03-2018,141.09640,SBI Bluechip,119551
08-03-2018,141.08820,SBI Bluechip,119551
07-03-2018,140.98030,SBI Bluechip,119551
06-03-2018,140.77000,SBI Bluechip,119551
05-03-2018,140.72650,SBI Bluechip,119551
01-03-2018,140.62430,SBI Bluechip,119551
28-02-2018,140.64120,SBI Bluechip,119551
27-02-2018,140.64900,SBI Bluechip,119551
26-02-2018,149.99220,SBI Bluechip,119551
23-02-2018,149.94910,SBI Bluechip,119551
22-02-2018,149.81580,SBI Bluechip,119551
21-02-2018,149.93030,SBI Bluechip,119551
20-02-2018,149.96960,SBI Bluechip,119551
16-02-2018,150.00150,SBI Bluechip,119551
15-02-2018,149.97650,SBI Bluechip,119551
14-02-2018,150.07410,SBI Bluechip,119551
12-02-2018,149.99620,SBI Bluechip,119551
09-02-2018,149.91180,SBI Bluechip,119551
08-02-2018,149.89990,SBI Bluechip,119551
07-02-2018,149.75710,SBI Bluechip,119551
06-02-2018,149.61090,SBI Bluechip,119551
05-02-2018,149.54190,SBI Bluechip,119551
02-02-2018,149.47660,SBI Bluechip,119551
01-02-2018,149.43090,SBI Bluechip,119551
31-01-2018,149.73540,SBI Bluechip,119551
30-01-2018,149.69440,SBI Bluechip,119551
29-01-2018,149.72640,SBI Bluechip,119551
25-01-2018,149.74980,SBI Bluechip,119551
24-01-2018,149.78300,SBI Bluechip,119551
23-01-2018,149.80590,SBI Bluechip,119551
22-01-2018,149.69420,SBI Bluechip,119551
19-01-2018,149.62470,SBI Bluechip,119551
18-01-2018,149.60570,SBI Bluechip,119551
17-01-2018,149.65530,SBI Bluechip,119551
16-01-2018,149.44000,SBI Bluechip,119551
15-01-2018,149.60090,SBI Bluechip,119551
12-01-2018,149.48910,SBI Bluechip,119551
11-01-2018,149.47690,SBI Bluechip,119551
10-01-2018,149.49190,SBI Bluechip,119551
09-01-2018,149.63760,SBI Bluechip,119551
08-01-2018,149.66300,SBI Bluechip,119551
05-01-2018,149.61290,SBI Bluechip,119551
04-01-2018,149.45620,SBI Bluechip,119551
03-01-2018,149.50110,SBI Bluechip,119551
02-01-2018,149.47850,SBI Bluechip,119551
01-01-2018,149.46350,SBI Bluechip,119551
29-12-2017,149.45450,SBI Bluechip,119551
28-12-2017,149.11130,SBI Bluechip,119551
27-12-2017,149.31570,SBI Bluechip,119551
26-12-2017,149.28640,SBI Bluechip,119551
22-12-2017,149.27930,SBI Bluechip,119551
21-12-2017,149.36990,SBI Bluechip,119551
20-12-2017,149.44740,SBI Bluechip,119551
19-12-2017,149.55900,SBI Bluechip,119551
18-12-2017,149.52920,SBI Bluechip,119551
15-12-2017,149.48530,SBI Bluechip,119551
14-12-2017,149.50760,SBI Bluechip,119551
13-12-2017,149.49220,SBI Bluechip,119551
12-12-2017,149.54400,SBI Bluechip,119551
11-12-2017,149.59620,SBI Bluechip,119551
08-12-2017,149.67010,SBI Bluechip,119551
07-12-2017,149.66870,SBI Bluechip,119551
06-12-2017,149.66360,SBI Bluechip,119551
05-12-2017,149.60150,SBI Bluechip,119551
04-12-2017,149.57040,SBI Bluechip,119551
30-11-2017,149.49130,SBI Bluechip,119551
29-11-2017,149.47370,SBI Bluechip,119551
28-11-2017,149.43710,SBI Bluechip,119551
27-11-2017,149.41310,SBI Bluechip,119551
24-11-2017,149.37080,SBI Bluechip,119551
23-11-2017,149.35810,SBI Bluechip,119551
22-11-2017,149.42990,SBI Bluechip,119551
21-11-2017,149.57410,SBI Bluechip,119551
20-11-2017,149.56770,SBI Bluechip,119551
17-11-2017,149.22270,SBI Bluechip,119551
16-11-2017,149.13550,SBI Bluechip,119551
15-11-2017,149.26530,SBI Bluechip,119551
14-11-2017,149.20090,SBI Bluechip,119551
13-11-2017,149.39460,SBI Bluechip,119551
10-11-2017,149.34390,SBI Bluechip,119551
09-11-2017,149.33500,SBI Bluechip,119551
08-11-2017,149.29640,SBI Bluechip,119551
07-11-2017,149.28450,SBI Bluechip,119551
06-11-2017,149.33440,SBI Bluechip,119551
03-11-2017,149.29350,SBI Bluechip,119551
02-11-2017,149.24230,SBI Bluechip,119551
01-11-2017,149.18720,SBI Bluechip,119551
31-10-2017,149.16600,SBI Bluechip,119551
30-10-2017,149.10950,SBI Bluechip,119551
27-10-2017,149.11600,SBI Bluechip,119551
26-10-2017,149.10890,SBI Bluechip,119551
25-10-2017,149.07570,SBI Bluechip,119551
24-10-2017,149.08720,SBI Bluechip,119551
23-10-2017,149.02990,SBI Bluechip,119551
18-10-2017,148.99330,SBI Bluechip,119551
17-10-2017,148.97250,SBI Bluechip,119551
16-10-2017,148.95570,SBI Bluechip,119551
13-10-2017,148.84950,SBI Bluechip,119551
12-10-2017,148.72480,SBI Bluechip,119551
11-10-2017,148.69580,SBI Bluechip,119551
10-10-2017,148.65060,SBI Bluechip,119551
09-10-2017,148.61130,SBI Bluechip,119551
06-10-2017,148.57440,SBI Bluechip,119551
05-10-2017,148.57830,SBI Bluechip,119551
04-10-2017,148.63510,SBI Bluechip,119551
03-10-2017,148.72050,SBI Bluechip,119551
29-09-2017,148.49100,SBI Bluechip,119551
28-09-2017,148.48350,SBI Bluechip,119551
27-09-2017,148.37670,SBI Bluechip,119551
26-09-2017,148.36200,SBI Bluechip,119551
25-09-2017,148.43710,SBI Bluechip,119551
22-09-2017,148.26490,SBI Bluechip,119551
21-09-2017,148.28420,SBI Bluechip,119551
20-09-2017,148.53430,SBI Bluechip,119551
19-09-2017,148.48970,SBI Bluechip,119551
18-09-2017,148.44660,SBI Bluechip,119551
15-09-2017,148.43650,SBI Bluechip,119551
14-09-2017,148.46310,SBI Bluechip,119551
13-09-2017,148.44460,SBI Bluechip,119551
12-09-2017,148.48000,SBI Bluechip,119551
11-09-2017,148.51330,SBI Bluechip,119551
08-09-2017,148.47060,SBI Bluechip,119551
07-09-2017,148.48210,SBI Bluechip,119551
06-09-2017,148.49730,SBI Bluechip,119551
05-09-2017,148.44610,SBI Bluechip,119551
04-09-2017,148.44190,SBI Bluechip,119551
01-09-2017,148.35900,SBI Bluechip,119551
31-08-2017,148.18100,SBI Bluechip,119551
30-08-2017,148.10910,SBI Bluechip,119551
29-08-2017,148.09330,SBI Bluechip,119551
28-08-2017,148.02220,SBI Bluechip,119551
24-08-2017,147.94500,SBI Bluechip,119551
23-08-2017,147.91460,SBI Bluechip,119551
22-08-2017,147.90180,SBI Bluechip,119551
21-08-2017,147.90300,SBI Bluechip,119551
18-08-2017,147.81820,SBI Bluechip,119551
16-08-2017,147.70530,SBI Bluechip,119551
14-08-2017,147.70870,SBI Bluechip,119551
11-08-2017,147.65610,SBI Bluechip,119551
10-08-2017,147.67440,SBI Bluechip,119551
09-08-2017,147.72440,SBI Bluechip,119551
08-08-2017,147.70570,SBI Bluechip,119551
07-08-2017,147.68210,SBI Bluechip,119551
04-08-2017,147.64950,SBI Bluechip,119551
03-08-2017,147.62120,SBI Bluechip,119551
02-08-2017,147.33590,SBI Bluechip,119551
01-08-2017,147.26540,SBI Bluechip,119551
31-07-2017,147.19810,SBI Bluechip,119551
28-07-2017,147.16040,SBI Bluechip,119551
27-07-2017,147.17080,SBI Bluechip,119551
26-07-2017,147.09970,SBI Bluechip,119551
25-07-2017,147.13730,SBI Bluechip,119551
24-07-2017,147.13280,SBI Bluechip,119551
21-07-2017,146.98210,SBI Bluechip,119551
20-07-2017,146.81570,SBI Bluechip,119551
19-07-2017,146.76680,SBI Bluechip,119551
18-07-2017,146.67890,SBI Bluechip,119551
17-07-2017,146.61410,SBI Bluechip,119551
14-07-2017,146.48020,SBI Bluechip,119551
13-07-2017,146.45680,SBI Bluechip,119551
12-07-2017,146.38240,SBI Bluechip,119551
11-07-2017,146.31050,SBI Bluechip,119551
10-07-2017,146.24430,SBI Bluechip,119551
07-07-2017,145.98880,SBI Bluechip,119551
06-07-2017,145.93710,SBI Bluechip,119551
05-07-2017,145.84980,SBI Bluechip,119551
04-07-2017,145.75820,SBI Bluechip,119551
03-07-2017,145.66630,SBI Bluechip,119551
30-06-2017,145.83940,SBI Bluechip,119551
29-06-2017,145.84760,SBI Bluechip,119551
28-06-2017,145.84910,SBI Bluechip,119551
27-06-2017,145.94490,SBI Bluechip,119551
23-06-2017,145.88130,SBI Bluechip,119551
22-06-2017,145.87350,SBI Bluechip,119551
21-06-2017,145.88890,SBI Bluechip,119551
20-06-2017,145.80160,SBI Bluechip,119551
19-06-2017,145.77420,SBI Bluechip,119551
16-06-2017,145.67980,SBI Bluechip,119551
15-06-2017,145.69790,SBI Bluechip,119551
14-06-2017,145.66070,SBI Bluechip,119551
13-06-2017,145.64030,SBI Bluechip,119551
12-06-2017,145.53410,SBI Bluechip,119551
09-06-2017,145.44470,SBI Bluechip,119551
08-06-2017,145.33160,SBI Bluechip,119551
07-06-2017,144.95070,SBI Bluechip,119551
06-06-2017,144.57010,SBI Bluechip,119551
05-06-2017,144.54090,SBI Bluechip,119551
02-06-2017,144.49500,SBI Bluechip,119551
01-06-2017,144.43770,SBI Bluechip,119551
31-05-2017,144.25260,SBI Bluechip,119551
30-05-2017,144.16950,SBI Bluechip,119551
29-05-2017,144.13900,SBI Bluechip,119551
26-05-2017,144.13900,SBI Bluechip,119551
25-05-2017,144.01820,SBI Bluechip,119551
24-05-2017,143.90930,SBI Bluechip,119551
23-05-2017,143.86820,SBI Bluechip,119551
22-05-2017,143.78990,SBI Bluechip,119551
19-05-2017,143.61110,SBI Bluechip,119551
18-05-2017,143.59920,SBI Bluechip,119551
17-05-2017,143.56830,SBI Bluechip,119551
16-05-2017,143.54360,SBI Bluechip,119551
15-05-2017,143.57180,SBI Bluechip,119551
12-05-2017,143.19100,SBI Bluechip,119551
11-05-2017,143.07820,SBI Bluechip,119551
09-05-2017,143.02250,SBI Bluechip,119551
08-05-2017,143.01710,SBI Bluechip,119551
05-05-2017,142.88810,SBI Bluechip,119551
04-05-2017,142.78100,SBI Bluechip,119551
03-05-2017,142.78040,SBI Bluechip,119551
02-05-2017,142.72610,SBI Bluechip,119551
28-04-2017,142.70910,SBI Bluechip,119551
27-04-2017,142.71180,SBI Bluechip,119551
26-04-2017,142.70880,SBI Bluechip,119551
25-04-2017,142.83760,SBI Bluechip,119551
24-04-2017,142.70630,SBI Bluechip,119551
21-04-2017,142.63450,SBI Bluechip,119551
20-04-2017,142.79910,SBI Bluechip,119551
19-04-2017,142.79660,SBI Bluechip,119551
18-04-2017,142.65250,SBI Bluechip,119551
17-04-2017,142.63170,SBI Bluechip,119551
13-04-2017,142.58440,SBI Bluechip,119551
12-04-2017,142.41960,SBI Bluechip,119551
11-04-2017,142.25570,SBI Bluechip,119551
10-04-2017,142.07210,SBI Bluechip,119551
07-04-2017,141.97490,SBI Bluechip,119551
06-04-2017,142.03440,SBI Bluechip,119551
05-04-2017,142.45600,SBI Bluechip,119551
03-04-2017,142.49100,SBI Bluechip,119551
31-03-2017,142.33650,SBI Bluechip,119551
30-03-2017,142.27010,SBI Bluechip,119551
29-03-2017,142.14050,SBI Bluechip,119551
27-03-2017,142.17020,SBI Bluechip,119551
24-03-2017,141.77960,SBI Bluechip,119551
23-03-2017,141.73410,SBI Bluechip,119551
22-03-2017,141.64410,SBI Bluechip,119551
21-03-2017,141.15670,SBI Bluechip,119551
20-03-2017,141.04270,SBI Bluechip,119551
17-03-2017,141.01340,SBI Bluechip,119551
16-03-2017,141.01100,SBI Bluechip,119551
15-03-2017,140.88030,SBI Bluechip,119551
14-03-2017,140.44760,SBI Bluechip,119551
10-03-2017,140.36020,SBI Bluechip,119551
09-03-2017,140.59250,SBI Bluechip,119551
08-03-2017,140.62170,SBI Bluechip,119551
07-03-2017,140.67150,SBI Bluechip,119551
06-03-2017,140.72140,SBI Bluechip,119551
03-03-2017,140.89390,SBI Bluechip,119551
02-03-2017,140.69310,SBI Bluechip,119551
01-03-2017,140.62910,SBI Bluechip,119551
28-02-2017,140.87850,SBI Bluechip,119551
27-02-2017,140.86120,SBI Bluechip,119551
23-02-2017,140.65600,SBI Bluechip,119551
22-02-2017,140.54820,SBI Bluechip,119551
20-02-2017,140.72010,SBI Bluechip,119551
17-02-2017,140.85440,SBI Bluechip,119551
16-02-2017,140.85500,SBI Bluechip,119551
15-02-2017,140.74250,SBI Bluechip,119551
14-02-2017,140.67690,SBI Bluechip,119551
13-02-2017,140.77410,SBI Bluechip,119551
10-02-2017,140.69580,SBI Bluechip,119551
09-02-2017,140.39610,SBI Bluechip,119551
08-02-2017,141.04980,SBI Bluechip,119551
07-02-2017,142.84260,SBI Bluechip,119551
06-02-2017,142.86730,SBI Bluechip,119551
03-02-2017,142.84110,SBI Bluechip,119551
02-02-2017,142.84980,SBI Bluechip,119551
01-02-2017,142.70800,SBI Bluechip,119551
31-01-2017,142.65130,SBI Bluechip,119551
30-01-2017,142.64240,SBI Bluechip,119551
27-01-2017,142.58030,SBI Bluechip,119551
25-01-2017,142.50210,SBI Bluechip,119551
